EmpId,Satisfaction,Evaluation,number_of_projects,average_montly_hours,time_spent_company,work_accident,Promotion,Department,Salary_INR,Churn,Employee_Satisfaction,Performance_Rating,Company_Tenure,Annual_Salary,Overtime_Hours,Attrition,Age,Training_Hours,Absenteeism_Days,Salary_Per_Experience,Overtime_Intensity,Engagement_Index,Performance_Index,Cluster,Segment
783268,5.6000000000000005,7.0,3,214,2,0,0,Information Technology,95282,0,5.6000000000000005,7.0,2,95282,214,0,27,15,2.675,31760.666666666668,1.3375,0.5164835164835166,0.53125,1,Emerging Talent
783269,7.5,9.6,3,138,2,0,0,Information Technology,54777,0,7.5,9.6,2,54777,138,0,27,15,1.725,18259.0,0.8625,0.7252747252747253,0.9375,1,Emerging Talent
783270,5.0,7.7,3,166,3,0,0,Information Technology,67742,0,5.0,7.7,3,67742,166,0,28,15,2.075,16935.5,1.0375,0.4505494505494505,0.6406249999999999,1,Emerging Talent
783271,6.1,9.2,4,159,5,0,0,Information Technology,91511,0,6.1,9.2,5,91511,159,0,30,20,1.9875,15251.833333333334,0.99375,0.5714285714285714,0.8749999999999999,3,Needs Improvement
783272,8.299999999999999,5.9,5,160,4,0,0,Product_Mng,29592,0,8.299999999999999,5.9,4,29592,160,0,29,25,2.0,5918.4,1.0,0.8131868131868131,0.359375,3,Needs Improvement
783273,6.6000000000000005,7.6,3,155,4,1,0,Product_Mng,14071,0,6.6000000000000005,7.6,4,14071,155,0,29,15,1.9375,2814.2,0.96875,0.6263736263736265,0.6249999999999999,1,Emerging Talent
783274,8.4,6.800000000000002,3,231,3,0,0,Product_Mng,16049,0,8.4,6.800000000000002,3,16049,231,0,28,15,2.8875,4012.25,1.44375,0.8241758241758242,0.5000000000000002,1,Emerging Talent
783275,8.7,5.699999999999998,4,227,3,0,0,Product_Mng,23325,0,8.7,5.699999999999998,3,23325,227,0,28,20,2.8375,5831.25,1.41875,0.8571428571428571,0.3281249999999997,1,Emerging Talent
783276,4.8,3.7,3,181,2,0,0,Information Technology,25419,0,4.8,3.7,2,25419,181,0,27,15,2.2625,8473.0,1.13125,0.4285714285714286,0.015625000000000014,1,Emerging Talent
783277,8.4,7.9,4,222,3,0,0,Randd,36099,0,8.4,7.9,3,36099,222,0,28,20,2.775,9024.75,1.3875,0.8241758241758242,0.6718750000000001,1,Emerging Talent
783278,4.9,7.1,3,196,3,0,0,Randd,12533,0,4.9,7.1,3,12533,196,0,28,15,2.45,3133.25,1.225,0.43956043956043955,0.5468749999999999,1,Emerging Talent
783279,6.7,9.3,3,206,3,0,0,Randd,26940,0,6.7,9.3,3,26940,206,0,28,15,2.575,6735.0,1.2875,0.6373626373626374,0.8906250000000001,1,Emerging Talent
783280,1.2,9.3,6,257,6,1,0,Randd,37094,0,1.2,9.3,6,37094,257,0,31,30,3.2125,5299.142857142857,1.60625,0.032967032967032975,0.8906250000000001,3,Needs Improvement
783281,9.9,6.7,5,153,2,0,0,Randd,34060,0,9.9,6.7,2,34060,153,0,27,25,1.9125,11353.333333333334,0.95625,0.989010989010989,0.484375,1,Emerging Talent
783282,1.7000000000000002,5.9,5,250,5,0,0,Marketing,21718,0,1.7000000000000002,5.9,5,21718,250,0,30,25,3.125,3619.6666666666665,1.5625,0.08791208791208795,0.359375,3,Needs Improvement
783283,5.8,6.6000000000000005,3,250,5,0,0,Sales,17889,0,5.8,6.6000000000000005,5,17889,250,0,30,15,3.125,2981.5,1.5625,0.5384615384615385,0.46875000000000006,3,Needs Improvement
783284,5.0,7.3,3,148,3,0,0,Accounting,27615,0,5.0,7.3,3,27615,148,0,28,15,1.85,6903.75,0.925,0.4505494505494505,0.5781249999999999,1,Emerging Talent
783285,3.5,6.9,3,141,2,1,0,Support,14642,0,3.5,6.9,2,14642,141,0,27,15,1.7625,4880.666666666667,0.88125,0.28571428571428575,0.515625,1,Emerging Talent
783286,9.3,9.5,6,147,3,0,0,Technical,33411,0,9.3,9.5,3,33411,147,0,28,30,1.8375,8352.75,0.91875,0.9230769230769231,0.921875,1,Emerging Talent
783287,7.3,8.7,3,142,3,0,0,Management,11937,0,7.3,8.7,3,11937,142,0,28,15,1.775,2984.25,0.8875,0.7032967032967034,0.7968749999999999,1,Emerging Talent
783288,9.1,5.4,3,210,2,0,0,Marketing,34174,0,9.1,5.4,2,34174,210,0,27,15,2.625,11391.333333333334,1.3125,0.901098901098901,0.28125,1,Emerging Talent
783289,7.199999999999998,6.6000000000000005,3,152,2,0,0,Marketing,38029,0,7.199999999999998,6.6000000000000005,2,38029,152,0,27,15,1.9,12676.333333333334,0.95,0.6923076923076922,0.46875000000000006,1,Emerging Talent
783290,5.1,3.9,3,149,3,0,0,Marketing,26664,0,5.1,3.9,3,26664,149,0,28,15,1.8625,6666.0,0.93125,0.46153846153846145,0.04687499999999997,1,Emerging Talent
783291,5.5,9.2,3,198,3,0,0,Sales,21151,0,5.5,9.2,3,21151,198,0,28,15,2.475,5287.75,1.2375,0.5054945054945055,0.8749999999999999,1,Emerging Talent
783292,6.6000000000000005,7.6,3,139,5,0,0,Sales,10780,0,6.6000000000000005,7.6,5,10780,139,0,30,15,1.7375,1796.6666666666667,0.86875,0.6263736263736265,0.6249999999999999,3,Needs Improvement
783293,8.4,4.1,6,255,6,1,0,Sales,94111,0,8.4,4.1,6,94111,255,0,31,30,3.1875,13444.42857142857,1.59375,0.8241758241758242,0.07812499999999993,3,Needs Improvement
783294,8.100000000000001,8.0,4,229,2,0,0,Sales,74577,0,8.100000000000001,8.0,2,74577,229,0,27,20,2.8625,24859.0,1.43125,0.7912087912087914,0.6875,1,Emerging Talent
783295,8.100000000000001,6.9,5,134,2,0,0,Sales,78472,0,8.100000000000001,6.9,2,78472,134,0,27,25,1.675,26157.333333333332,0.8375,0.7912087912087914,0.515625,1,Emerging Talent
783296,5.0,7.5,5,255,3,0,0,Sales,75560,0,5.0,7.5,3,75560,255,0,28,25,3.1875,18890.0,1.59375,0.4505494505494505,0.609375,1,Emerging Talent
783297,7.800000000000002,6.800000000000002,5,189,3,0,0,Sales,60597,0,7.800000000000002,6.800000000000002,3,60597,189,0,28,25,2.3625,15149.25,1.18125,0.7582417582417585,0.5000000000000002,1,Emerging Talent
783298,7.6,7.4,3,183,3,0,0,Sales,71988,0,7.6,7.4,3,71988,183,0,28,15,2.2875,17997.0,1.14375,0.7362637362637362,0.59375,1,Emerging Talent
783299,4.9,7.1,3,154,2,0,0,Sales,57737,0,4.9,7.1,2,57737,154,0,27,15,1.925,19245.666666666668,0.9625,0.43956043956043955,0.5468749999999999,1,Emerging Talent
783300,9.9,6.1,3,167,3,0,0,Sales,81972,0,9.9,6.1,3,81972,167,0,28,15,2.0875,20493.0,1.04375,0.989010989010989,0.3906249999999999,1,Emerging Talent
783301,7.3,4.8,4,139,5,0,0,Sales,92595,0,7.3,4.8,5,92595,139,0,30,20,1.7375,15432.5,0.86875,0.7032967032967034,0.18749999999999994,3,Needs Improvement
783302,8.8,7.4,5,245,2,0,0,Sales,74387,0,8.8,7.4,2,74387,245,0,27,25,3.0625,24795.666666666668,1.53125,0.8681318681318682,0.59375,1,Emerging Talent
783303,7.9,9.1,4,200,3,0,0,Sales,45641,0,7.9,9.1,3,45641,200,0,28,20,2.5,11410.25,1.25,0.7692307692307693,0.859375,1,Emerging Talent
783304,8.299999999999999,9.8,3,159,2,0,0,Sales,98421,0,8.299999999999999,9.8,2,98421,159,0,27,15,1.9875,32807.0,0.99375,0.8131868131868131,0.9687500000000001,1,Emerging Talent
783305,2.1,4.4,4,163,6,0,0,Sales,100556,0,2.1,4.4,6,100556,163,0,31,20,2.0375,14365.142857142857,1.01875,0.1318681318681319,0.12500000000000003,3,Needs Improvement
783306,8.7,5.2,3,158,2,1,0,Sales,36227,0,8.7,5.2,2,36227,158,0,27,15,1.975,12075.666666666666,0.9875,0.8571428571428571,0.25,1,Emerging Talent
783307,10.0,8.9,3,194,3,0,0,Sales,91197,0,10.0,8.9,3,91197,194,0,28,15,2.425,22799.25,1.2125,1.0,0.8281250000000001,1,Emerging Talent
783308,4.9,9.8,3,267,3,1,0,Sales,41392,0,4.9,9.8,3,41392,267,0,28,15,3.3375,10348.0,1.66875,0.43956043956043955,0.9687500000000001,1,Emerging Talent
783309,5.1,6.3,3,183,2,0,0,Sales,76393,0,5.1,6.3,2,76393,183,0,27,15,2.2875,25464.333333333332,1.14375,0.46153846153846145,0.42187499999999994,1,Emerging Talent
783310,6.3,6.4,3,174,2,0,0,Accounting,94002,0,6.3,6.4,2,94002,174,0,27,15,2.175,31334.0,1.0875,0.5934065934065935,0.4375,1,Emerging Talent
783311,9.1,6.3,4,240,3,0,0,Accounting,30134,0,9.1,6.3,3,30134,240,0,28,20,3.0,7533.5,1.5,0.901098901098901,0.42187499999999994,1,Emerging Talent
783312,5.4,5.0,2,123,4,1,0,Accounting,15072,0,5.4,5.0,4,15072,123,0,29,10,1.5375,3014.4,0.76875,0.4945054945054945,0.21874999999999997,1,Emerging Talent
783313,10.0,5.9,4,174,3,0,0,Human Resources,39872,0,10.0,5.9,3,39872,174,0,28,20,2.175,9968.0,1.0875,1.0,0.359375,1,Emerging Talent
783314,6.4,9.1,5,246,3,0,0,Human Resources,20924,0,6.4,9.1,3,20924,246,0,28,25,3.075,5231.0,1.5375,0.6043956043956045,0.859375,1,Emerging Talent
783315,6.5,9.6,5,173,2,0,0,Human Resources,27842,0,6.5,9.6,2,27842,173,0,27,25,2.1625,9280.666666666666,1.08125,0.6153846153846154,0.9375,1,Emerging Talent
783316,1.5,9.3,4,185,5,0,0,Human Resources,13651,0,1.5,9.3,5,13651,185,0,30,20,2.3125,2275.1666666666665,1.15625,0.06593406593406595,0.8906250000000001,3,Needs Improvement
783317,8.100000000000001,8.299999999999999,4,259,3,1,0,Technical,18003,0,8.100000000000001,8.299999999999999,3,18003,259,0,28,20,3.2375,4500.75,1.61875,0.7912087912087914,0.7343749999999999,1,Emerging Talent
783318,6.1,8.299999999999999,3,112,4,1,0,Technical,36190,0,6.1,8.299999999999999,4,36190,112,0,29,15,1.4,7238.0,0.7,0.5714285714285714,0.7343749999999999,1,Emerging Talent
783319,8.6,5.5,5,219,2,0,0,Technical,67415,0,8.6,5.5,2,67415,219,0,27,25,2.7375,22471.666666666668,1.36875,0.8461538461538461,0.29687499999999994,1,Emerging Talent
783320,7.1,6.2,3,258,2,0,0,Technical,99975,0,7.1,6.2,2,99975,258,0,27,15,3.225,33325.0,1.6125,0.6813186813186812,0.40625,1,Emerging Talent
783321,7.199999999999998,8.2,5,287,3,0,0,Technical,80781,0,7.199999999999998,8.2,3,80781,287,0,28,25,3.5875,20195.25,1.79375,0.6923076923076922,0.7187499999999999,1,Emerging Talent
783322,8.4,3.7,5,186,2,0,0,Technical,48101,0,8.4,3.7,2,48101,186,0,27,25,2.325,16033.666666666666,1.1625,0.8241758241758242,0.015625000000000014,1,Emerging Talent
783323,3.8,7.4,3,159,4,0,0,Technical,52405,0,3.8,7.4,4,52405,159,0,29,15,1.9875,10481.0,0.99375,0.31868131868131866,0.59375,3,Needs Improvement
783324,7.5,5.6000000000000005,4,230,3,0,0,Technical,90954,0,7.5,5.6000000000000005,3,90954,230,0,28,20,2.875,22738.5,1.4375,0.7252747252747253,0.31250000000000006,1,Emerging Talent
783325,9.3,7.7,5,106,5,0,0,Technical,63721,0,9.3,7.7,5,63721,106,0,30,25,1.325,10620.166666666666,0.6625,0.9230769230769231,0.6406249999999999,3,Needs Improvement
783326,7.1,6.4,4,189,3,0,0,Technical,48740,0,7.1,6.4,3,48740,189,0,28,20,2.3625,12185.0,1.18125,0.6813186813186812,0.4375,1,Emerging Talent
783327,7.5,9.6,3,252,3,0,0,Technical,70967,0,7.5,9.6,3,70967,252,0,28,15,3.15,17741.75,1.575,0.7252747252747253,0.9375,1,Emerging Talent
783328,5.6000000000000005,6.800000000000002,4,220,2,0,0,Support,59920,0,5.6000000000000005,6.800000000000002,2,59920,220,0,27,20,2.75,19973.333333333332,1.375,0.5164835164835166,0.5000000000000002,1,Emerging Talent
783329,5.699999999999998,8.2,5,218,3,0,0,Support,97622,0,5.699999999999998,8.2,3,97622,218,0,28,25,2.725,24405.5,1.3625,0.5274725274725274,0.7187499999999999,1,Emerging Talent
783330,6.3,8.299999999999999,4,145,4,0,0,Support,92718,0,6.3,8.299999999999999,4,92718,145,0,29,20,1.8125,18543.6,0.90625,0.5934065934065935,0.7343749999999999,3,Needs Improvement
783331,5.9,9.1,4,142,3,1,0,Support,54669,0,5.9,9.1,3,54669,142,0,28,20,1.775,13667.25,0.8875,0.5494505494505495,0.859375,1,Emerging Talent
783332,7.7,6.2,3,218,2,0,0,Support,73223,0,7.7,6.2,2,73223,218,0,27,15,2.725,24407.666666666668,1.3625,0.7472527472527474,0.40625,1,Emerging Talent
783333,6.5,7.0,4,157,4,0,0,Support,81339,0,6.5,7.0,4,81339,157,0,29,20,1.9625,16267.8,0.98125,0.6153846153846154,0.53125,3,Needs Improvement
783334,8.4,4.9,4,178,3,0,0,Support,76988,0,8.4,4.9,3,76988,178,0,28,20,2.225,19247.0,1.1125,0.8241758241758242,0.20312500000000003,1,Emerging Talent
783335,9.0,4.5,4,241,6,0,0,Support,64572,0,9.0,4.5,6,64572,241,0,31,20,3.0125,9224.57142857143,1.50625,0.8901098901098901,0.14062499999999997,3,Needs Improvement
783336,6.0,8.299999999999999,3,230,3,0,0,Support,86238,0,6.0,8.299999999999999,3,86238,230,0,28,15,2.875,21559.5,1.4375,0.5604395604395604,0.7343749999999999,1,Emerging Talent
783337,9.0,7.4,5,249,3,0,0,Support,84238,0,9.0,7.4,3,84238,249,0,28,25,3.1125,21059.5,1.55625,0.8901098901098901,0.59375,1,Emerging Talent
783338,9.4,7.0,5,147,2,0,0,Support,70871,0,9.4,7.0,2,70871,147,0,27,25,1.8375,23623.666666666668,0.91875,0.9340659340659341,0.53125,1,Emerging Talent
783339,5.6000000000000005,9.0,4,115,3,0,0,Technical,52177,0,5.6000000000000005,9.0,3,52177,115,0,28,20,1.4375,13044.25,0.71875,0.5164835164835166,0.84375,1,Emerging Talent
783340,9.5,8.6,5,143,3,0,0,Technical,69881,0,9.5,8.6,3,69881,143,0,28,25,1.7875,17470.25,0.89375,0.945054945054945,0.78125,1,Emerging Talent
783341,9.7,8.5,4,219,3,0,0,Technical,71506,0,9.7,8.5,3,71506,219,0,28,20,2.7375,17876.5,1.36875,0.9670329670329669,0.765625,1,Emerging Talent
783342,5.5,6.3,4,218,2,0,0,Management,44073,0,5.5,6.3,2,44073,218,0,27,20,2.725,14691.0,1.3625,0.5054945054945055,0.42187499999999994,1,Emerging Talent
783343,7.9,6.0,5,235,2,0,0,Information Technology,85467,0,7.9,6.0,2,85467,235,0,27,25,2.9375,28489.0,1.46875,0.7692307692307693,0.37499999999999994,1,Emerging Talent
783344,4.9,7.6,5,237,3,0,0,Information Technology,136286,0,4.9,7.6,3,136286,237,0,28,25,2.9625,34071.5,1.48125,0.43956043956043955,0.6249999999999999,1,Emerging Talent
783345,4.9,5.8,5,186,2,0,0,Information Technology,222466,0,4.9,5.8,2,222466,186,0,27,25,2.325,74155.33333333333,1.1625,0.43956043956043955,0.34374999999999994,2,Stable Employees
783346,5.699999999999998,6.5,5,177,2,0,0,Information Technology,323024,0,5.699999999999998,6.5,2,323024,177,0,27,25,2.2125,107674.66666666667,1.10625,0.5274725274725274,0.45312499999999994,2,Stable Employees
783347,8.9,8.100000000000001,4,228,4,0,0,Information Technology,359204,0,8.9,8.100000000000001,4,359204,228,0,29,20,2.85,71840.8,1.425,0.8791208791208791,0.7031250000000002,2,Stable Employees
783348,6.6000000000000005,5.9,3,204,3,0,0,Product_Mng,330920,0,6.6000000000000005,5.9,3,330920,204,0,28,15,2.55,82730.0,1.275,0.6263736263736265,0.359375,2,Stable Employees
783349,9.4,7.7,5,210,3,0,0,Product_Mng,242943,0,9.4,7.7,3,242943,210,0,28,25,2.625,60735.75,1.3125,0.9340659340659341,0.6406249999999999,2,Stable Employees
783350,9.8,9.5,4,250,2,1,0,Product_Mng,238207,0,9.8,9.5,2,238207,250,0,27,20,3.125,79402.33333333333,1.5625,0.9780219780219781,0.921875,2,Stable Employees
783351,1.7999999999999998,5.2,5,185,6,0,0,Product_Mng,313556,0,1.7999999999999998,5.2,6,313556,185,0,31,25,2.3125,44793.71428571428,1.15625,0.0989010989010989,0.25,2,Stable Employees
783352,5.699999999999998,7.3,3,146,3,0,0,Information Technology,125442,0,5.699999999999998,7.3,3,125442,146,0,28,15,1.825,31360.5,0.9125,0.5274725274725274,0.5781249999999999,1,Emerging Talent
783353,6.7,5.5,3,217,2,0,0,Randd,131665,0,6.7,5.5,2,131665,217,0,27,15,2.7125,43888.333333333336,1.35625,0.6373626373626374,0.29687499999999994,1,Emerging Talent
783354,1.2,6.1,6,172,6,0,0,Randd,162165,0,1.2,6.1,6,162165,172,0,31,30,2.15,23166.428571428572,1.075,0.032967032967032975,0.3906249999999999,3,Needs Improvement
783355,4.8,9.5,3,184,2,0,0,Randd,218593,0,4.8,9.5,2,218593,184,0,27,15,2.3,72864.33333333333,1.15,0.4285714285714286,0.921875,2,Stable Employees
783356,6.1,9.7,3,148,3,0,0,Randd,24112,0,6.1,9.7,3,24112,148,0,28,15,1.85,6028.0,0.925,0.5714285714285714,0.9531249999999999,1,Emerging Talent
783357,2.3000000000000003,5.2,5,236,4,0,0,Randd,30669,0,2.3000000000000003,5.2,4,30669,236,0,29,25,2.95,6133.8,1.475,0.15384615384615388,0.25,3,Needs Improvement
783358,4.0,3.8,3,280,2,0,0,Marketing,39354,0,4.0,3.8,2,39354,280,0,27,15,3.5,13118.0,1.75,0.34065934065934067,0.03124999999999996,1,Emerging Talent
783359,5.699999999999998,6.0,3,218,3,0,0,Sales,23783,0,5.699999999999998,6.0,3,23783,218,0,28,15,2.725,5945.75,1.3625,0.5274725274725274,0.37499999999999994,1,Emerging Talent
783360,9.5,9.8,5,155,3,0,0,Accounting,10261,0,9.5,9.8,3,10261,155,0,28,25,1.9375,2565.25,0.96875,0.945054945054945,0.9687500000000001,1,Emerging Talent
783361,9.3,6.6000000000000005,4,242,4,0,0,Support,30623,0,9.3,6.6000000000000005,4,30623,242,0,29,20,3.025,6124.6,1.5125,0.9230769230769231,0.46875000000000006,3,Needs Improvement
783362,7.0,8.8,3,166,5,0,0,Technical,22164,0,7.0,8.8,5,22164,166,0,30,15,2.075,3694.0,1.0375,0.6703296703296703,0.8125000000000001,3,Needs Improvement
783363,5.8,9.0,4,175,3,1,0,Management,23778,0,5.8,9.0,3,23778,175,0,28,20,2.1875,5944.5,1.09375,0.5384615384615385,0.84375,1,Emerging Talent
783364,5.2,9.5,5,234,3,0,0,Marketing,38198,0,5.2,9.5,3,38198,234,0,28,25,2.925,9549.5,1.4625,0.4725274725274726,0.921875,1,Emerging Talent
783365,9.8,8.8,5,232,3,0,0,Marketing,19981,0,9.8,8.8,3,19981,232,0,28,25,2.9,4995.25,1.45,0.9780219780219781,0.8125000000000001,1,Emerging Talent
783366,9.3,9.4,4,156,3,1,0,Marketing,12542,0,9.3,9.4,3,12542,156,0,28,20,1.95,3135.5,0.975,0.9230769230769231,0.9062500000000001,1,Emerging Talent
783367,3.4000000000000004,6.3,5,248,3,0,0,Sales,13399,0,3.4000000000000004,6.3,3,13399,248,0,28,25,3.1,3349.75,1.55,0.2747252747252748,0.42187499999999994,1,Emerging Talent
783368,8.7,7.5,4,218,2,0,0,Sales,32316,0,8.7,7.5,2,32316,218,0,27,20,2.725,10772.0,1.3625,0.8571428571428571,0.609375,1,Emerging Talent
783369,5.2,9.6,5,251,2,1,0,Sales,33105,0,5.2,9.6,2,33105,251,0,27,25,3.1375,11035.0,1.56875,0.4725274725274726,0.9375,1,Emerging Talent
783370,5.8,9.1,4,173,4,0,0,Sales,23365,0,5.8,9.1,4,23365,173,0,29,20,2.1625,4673.0,1.08125,0.5384615384615385,0.859375,3,Needs Improvement
783371,6.5,5.1,4,157,3,1,0,Sales,45176,0,6.5,5.1,3,45176,157,0,28,20,1.9625,11294.0,0.98125,0.6153846153846154,0.23437499999999992,1,Emerging Talent
783372,7.4,5.9,3,274,3,0,0,Sales,97610,0,7.4,5.9,3,97610,274,0,28,15,3.425,24402.5,1.7125,0.7142857142857143,0.359375,1,Emerging Talent
783373,6.3,7.0,5,182,3,0,0,Sales,45437,0,6.3,7.0,3,45437,182,0,28,25,2.275,11359.25,1.1375,0.5934065934065935,0.53125,1,Emerging Talent
783374,7.4,7.4,4,233,2,0,0,Sales,50271,0,7.4,7.4,2,50271,233,0,27,20,2.9125,16757.0,1.45625,0.7142857142857143,0.59375,1,Emerging Talent
783375,6.5,10.0,4,249,3,0,0,Sales,64300,0,6.5,10.0,3,64300,249,0,28,20,3.1125,16075.0,1.55625,0.6153846153846154,1.0,1,Emerging Talent
783376,4.8,9.4,3,162,3,1,0,Sales,42886,0,4.8,9.4,3,42886,162,0,28,15,2.025,10721.5,1.0125,0.4285714285714286,0.9062500000000001,1,Emerging Talent
783377,8.4,7.5,3,184,3,0,0,Sales,44276,0,8.4,7.5,3,44276,184,0,28,15,2.3,11069.0,1.15,0.8241758241758242,0.609375,1,Emerging Talent
783378,6.0,6.2,3,135,2,0,0,Sales,61386,0,6.0,6.2,2,61386,135,0,27,15,1.6875,20462.0,0.84375,0.5604395604395604,0.40625,1,Emerging Talent
783379,5.6000000000000005,5.699999999999998,3,143,2,0,0,Sales,48557,0,5.6000000000000005,5.699999999999998,2,48557,143,0,27,15,1.7875,16185.666666666666,0.89375,0.5164835164835166,0.3281249999999997,1,Emerging Talent
783380,1.3,8.0,5,203,5,0,0,Sales,96600,0,1.3,8.0,5,96600,203,0,30,25,2.5375,16100.0,1.26875,0.04395604395604397,0.6875,3,Needs Improvement
783381,8.299999999999999,5.1,5,143,4,0,0,Sales,80399,0,8.299999999999999,5.1,4,80399,143,0,29,25,1.7875,16079.8,0.89375,0.8131868131868131,0.23437499999999992,3,Needs Improvement
783382,9.1,4.2,2,142,3,1,0,Sales,97493,0,9.1,4.2,3,97493,142,0,28,10,1.775,24373.25,0.8875,0.901098901098901,0.09375000000000001,1,Emerging Talent
783383,9.7,9.7,5,171,2,0,0,Sales,353562,0,9.7,9.7,2,353562,171,0,27,25,2.1375,117854.0,1.06875,0.9670329670329669,0.9531249999999999,2,Stable Employees
783384,9.0,9.6,3,223,4,0,0,Sales,205355,0,9.0,9.6,4,205355,223,0,29,15,2.7875,41071.0,1.39375,0.8901098901098901,0.9375,2,Stable Employees
783385,5.699999999999998,8.7,4,148,3,0,0,Sales,320361,0,5.699999999999998,8.7,3,320361,148,0,28,20,1.85,80090.25,0.925,0.5274725274725274,0.7968749999999999,2,Stable Employees
783386,8.4,7.9,6,140,2,0,0,Accounting,349056,0,8.4,7.9,2,349056,140,0,27,30,1.75,116352.0,0.875,0.8241758241758242,0.6718750000000001,2,Stable Employees
783387,8.4,7.4,4,226,2,0,0,Accounting,397222,0,8.4,7.4,2,397222,226,0,27,20,2.825,132407.33333333334,1.4125,0.8241758241758242,0.59375,2,Stable Employees
783388,1.7000000000000002,9.3,5,183,5,0,0,Accounting,272554,0,1.7000000000000002,9.3,5,272554,183,0,30,25,2.2875,45425.666666666664,1.14375,0.08791208791208795,0.8906250000000001,2,Stable Employees
783389,9.7,8.6,5,135,3,0,0,Human Resources,104114,0,9.7,8.6,3,104114,135,0,28,25,1.6875,26028.5,0.84375,0.9670329670329669,0.78125,1,Emerging Talent
783390,9.4,6.6000000000000005,3,236,2,0,0,Human Resources,312080,0,9.4,6.6000000000000005,2,312080,236,0,27,15,2.95,104026.66666666667,1.475,0.9340659340659341,0.46875000000000006,2,Stable Employees
783391,8.299999999999999,6.1,5,257,2,0,0,Human Resources,38309,0,8.299999999999999,6.1,2,38309,257,0,27,25,3.2125,12769.666666666666,1.60625,0.8131868131868131,0.3906249999999999,1,Emerging Talent
783392,9.1,7.3,3,155,3,0,0,Human Resources,30372,0,9.1,7.3,3,30372,155,0,28,15,1.9375,7593.0,0.96875,0.901098901098901,0.5781249999999999,1,Emerging Talent
783393,9.0,7.6,2,211,4,0,0,Technical,23114,0,9.0,7.6,4,23114,211,0,29,10,2.6375,4622.8,1.31875,0.8901098901098901,0.6249999999999999,1,Emerging Talent
783394,9.5,8.6,3,207,2,0,0,Technical,20140,0,9.5,8.6,2,20140,207,0,27,15,2.5875,6713.333333333333,1.29375,0.945054945054945,0.78125,1,Emerging Talent
783395,6.9,9.5,3,126,6,0,0,Technical,34579,0,6.9,9.5,6,34579,126,0,31,15,1.575,4939.857142857143,0.7875,0.6593406593406593,0.921875,3,Needs Improvement
783396,4.9,9.8,3,267,2,0,0,Technical,34432,0,4.9,9.8,2,34432,267,0,27,15,3.3375,11477.333333333334,1.66875,0.43956043956043955,0.9687500000000001,1,Emerging Talent
783397,4.5,3.7,6,226,2,0,0,Technical,15493,0,4.5,3.7,2,15493,226,0,27,30,2.825,5164.333333333333,1.4125,0.39560439560439564,0.015625000000000014,1,Emerging Talent
783398,2.1,9.0,2,239,2,0,0,Technical,14255,0,2.1,9.0,2,14255,239,0,27,10,2.9875,4751.666666666667,1.49375,0.1318681318681319,0.84375,1,Emerging Talent
783399,6.7,6.1,3,202,2,0,0,Technical,61961,0,6.7,6.1,2,61961,202,0,27,15,2.525,20653.666666666668,1.2625,0.6373626373626374,0.3906249999999999,1,Emerging Talent
783400,7.6,6.2,3,150,2,1,0,Technical,41680,0,7.6,6.2,2,41680,150,0,27,15,1.875,13893.333333333334,0.9375,0.7362637362637362,0.40625,1,Emerging Talent
783401,1.9,7.800000000000002,5,156,6,0,0,Technical,89284,0,1.9,7.800000000000002,6,89284,156,0,31,25,1.95,12754.857142857143,0.975,0.10989010989010989,0.6562500000000001,3,Needs Improvement
783402,5.2,7.3,2,233,3,0,0,Technical,57056,0,5.2,7.3,3,57056,233,0,28,10,2.9125,14264.0,1.45625,0.4725274725274726,0.5781249999999999,1,Emerging Talent
783403,6.6000000000000005,5.9,5,262,2,0,0,Technical,75435,0,6.6000000000000005,5.9,2,75435,262,0,27,25,3.275,25145.0,1.6375,0.6263736263736265,0.359375,1,Emerging Talent
783404,9.5,6.7,3,183,3,0,0,Support,80336,0,9.5,6.7,3,80336,183,0,28,15,2.2875,20084.0,1.14375,0.945054945054945,0.484375,1,Emerging Talent
783405,9.5,7.800000000000002,4,225,2,0,0,Support,65697,0,9.5,7.800000000000002,2,65697,225,0,27,20,2.8125,21899.0,1.40625,0.945054945054945,0.6562500000000001,1,Emerging Talent
783406,5.699999999999998,5.4,5,216,3,0,0,Support,85416,0,5.699999999999998,5.4,3,85416,216,0,28,25,2.7,21354.0,1.35,0.5274725274725274,0.28125,1,Emerging Talent
783407,4.8,5.699999999999998,5,227,3,0,0,Support,63395,0,4.8,5.699999999999998,3,63395,227,0,28,25,2.8375,15848.75,1.41875,0.4285714285714286,0.3281249999999997,1,Emerging Talent
783408,9.5,5.0,4,242,2,0,0,Support,97744,0,9.5,5.0,2,97744,242,0,27,20,3.025,32581.333333333332,1.5125,0.945054945054945,0.21874999999999997,1,Emerging Talent
783409,7.0,6.7,4,224,3,0,0,Support,74492,0,7.0,6.7,3,74492,224,0,28,20,2.8,18623.0,1.4,0.6703296703296703,0.484375,1,Emerging Talent
783410,4.8,6.1,3,223,3,1,0,Support,67451,0,4.8,6.1,3,67451,223,0,28,15,2.7875,16862.75,1.39375,0.4285714285714286,0.3906249999999999,1,Emerging Talent
783411,6.2,5.8,3,202,2,0,0,Support,54554,0,6.2,5.8,2,54554,202,0,27,15,2.525,18184.666666666668,1.2625,0.5824175824175826,0.34374999999999994,1,Emerging Talent
